 TITLE = "str_data "  
 VARIABLES = "X", "Y", "Z", "D", "P", "M", "S", 
ZONE I=   26, J=   18, K=    9, F=POINT  
 -7.2248e-01   1.0859e-01  -9.9500e-02   8.1436e-01   7.5453e-01   2.1667e+00   1.0059e+00 
 -7.4199e-01   1.1198e-01  -1.0261e-01   8.1852e-01   7.6130e-01   2.1580e+00   1.0077e+00 
 -7.6138e-01   1.1530e-01  -1.0565e-01   8.3185e-01   7.8096e-01   2.1387e+00   1.0106e+00 
 -7.8078e-01   1.1857e-01  -1.0865e-01   8.6020e-01   8.2107e-01   2.1027e+00   1.0138e+00 
 -8.0054e-01   1.2175e-01  -1.1156e-01   9.2252e-01   9.0382e-01   2.0448e+00   1.0119e+00 
 -3.4740e-01   8.0782e-02  -6.1986e-02   4.9400e-01   3.9772e-01   2.4940e+00   1.0675e+00 
 -3.6450e-01   8.5149e-02  -6.5337e-02   5.8295e-01   4.9988e-01   2.3548e+00   1.0641e+00 
 -3.8108e-01   8.7900e-02  -6.7448e-02   1.0073e+00   1.0588e+00   1.8986e+00   1.0481e+00 
 -3.9749e-01   8.9022e-02  -6.8309e-02   1.0538e+00   1.1243e+00   1.8609e+00   1.0447e+00 
 -4.1417e-01   8.9702e-02  -6.8831e-02   1.0700e+00   1.1472e+00   1.8492e+00   1.0436e+00 
 -4.3086e-01   9.0276e-02  -6.9271e-02   1.0805e+00   1.1620e+00   1.8421e+00   1.0427e+00 
 -4.4767e-01   9.0718e-02  -6.9610e-02   1.0895e+00   1.1749e+00   1.8365e+00   1.0421e+00 
 -4.6462e-01   9.1033e-02  -6.9852e-02   1.1102e+00   1.2059e+00   1.8188e+00   1.0417e+00 
 -4.8170e-01   9.1254e-02  -7.0022e-02   1.1604e+00   1.2819e+00   1.7791e+00   1.0409e+00 
 -4.9889e-01   9.1416e-02  -7.0146e-02   1.2304e+00   1.3909e+00   1.7249e+00   1.0405e+00 
 -5.1614e-01   9.1547e-02  -7.0246e-02   1.2814e+00   1.4713e+00   1.6870e+00   1.0398e+00 
 -5.3346e-01   9.1670e-02  -7.0341e-02   1.2852e+00   1.4779e+00   1.6831e+00   1.0402e+00 
 -5.5087e-01   9.1814e-02  -7.0451e-02   1.1634e+00   1.2939e+00   1.7629e+00   1.0468e+00 
 -5.6837e-01   9.2030e-02  -7.0617e-02   1.0364e+00   1.1015e+00   1.8641e+00   1.0477e+00 
 -5.8599e-01   9.2434e-02  -7.0927e-02   8.9950e-01   8.9127e-01   2.0238e+00   1.0337e+00 
 -6.0452e-01   9.4420e-02  -7.2451e-02   7.8914e-01   7.1998e-01   2.2039e+00   1.0030e+00 
 -6.2401e-01   9.7981e-02  -7.5184e-02   7.9258e-01   7.2477e-01   2.1976e+00   1.0035e+00 
 -6.4370e-01   1.0172e-01  -7.8053e-02   7.9369e-01   7.2645e-01   2.1952e+00   1.0039e+00 
 -6.6343e-01   1.0552e-01  -8.0971e-02   7.9247e-01   7.2544e-01   2.1951e+00   1.0047e+00 
 -6.8317e-01   1.0933e-01  -8.3893e-02   7.8953e-01   7.2246e-01   2.1956e+00   1.0058e+00 
 -7.0286e-01   1.1311e-01  -8.6794e-02   7.8731e-01   7.2046e-01   2.1951e+00   1.0069e+00 
 -7.2248e-01   1.1684e-01  -8.9657e-02   7.8638e-01   7.2010e-01   2.1922e+00   1.0081e+00 
 -7.4199e-01   1.2050e-01  -9.2464e-02   7.8975e-01   7.2675e-01   2.1814e+00   1.0114e+00 
 -7.6138e-01   1.2407e-01  -9.5203e-02   8.0392e-01   7.4809e-01   2.1584e+00   1.0155e+00 
 -7.8078e-01   1.2759e-01  -9.7902e-02   8.3684e-01   7.9495e-01   2.1137e+00   1.0201e+00 
 -8.0054e-01   1.3101e-01  -1.0052e-01   9.0927e-01   8.8901e-01   2.0490e+00   1.0156e+00 
 -3.4740e-01   8.5877e-02  -5.4709e-02   4.7504e-01   3.7718e-01   2.5251e+00   1.0694e+00 
 -3.6450e-01   9.0520e-02  -5.7667e-02   5.5945e-01   4.7265e-01   2.3869e+00   1.0658e+00 
 -3.8108e-01   9.3444e-02  -5.9531e-02   9.6907e-01   1.0039e+00   1.9308e+00   1.0491e+00 
 -3.9749e-01   9.4637e-02  -6.0290e-02   1.0147e+00   1.0676e+00   1.8921e+00   1.0460e+00 
 -4.1417e-01   9.5360e-02  -6.0751e-02   1.0309e+00   1.0905e+00   1.8797e+00   1.0450e+00 
 -4.3086e-01   9.5970e-02  -6.1140e-02   1.0419e+00   1.1058e+00   1.8719e+00   1.0441e+00 
 -4.4767e-01   9.6440e-02  -6.1439e-02   1.0516e+00   1.1195e+00   1.8652e+00   1.0434e+00 
 -4.6462e-01   9.6774e-02  -6.1652e-02   1.0729e+00   1.1511e+00   1.8464e+00   1.0430e+00 
 -4.8170e-01   9.7010e-02  -6.1802e-02   1.1222e+00   1.2246e+00   1.8068e+00   1.0421e+00 
 -4.9889e-01   9.7182e-02  -6.1912e-02   1.1914e+00   1.3307e+00   1.7524e+00   1.0413e+00 
 -5.1614e-01   9.7321e-02  -6.2000e-02   1.2419e+00   1.4088e+00   1.7150e+00   1.0402e+00 
 -5.3346e-01   9.7451e-02  -6.2083e-02   1.2481e+00   1.4187e+00   1.7103e+00   1.0402e+00 
 -5.5087e-01   9.7604e-02  -6.2181e-02   1.1302e+00   1.2417e+00   1.7907e+00   1.0462e+00 
 -5.6837e-01   9.7834e-02  -6.2327e-02   1.0072e+00   1.0574e+00   1.8913e+00   1.0469e+00 
 -5.8599e-01   9.8264e-02  -6.2601e-02   8.7419e-01   8.5641e-01   2.0493e+00   1.0338e+00 
 -6.0452e-01   1.0038e-01  -6.3946e-02   7.6608e-01   6.9140e-01   2.2282e+00   1.0040e+00 
 -6.2401e-01   1.0416e-01  -6.6358e-02   7.6841e-01   6.9481e-01   2.2221e+00   1.0047e+00 
 -6.4370e-01   1.0814e-01  -6.8890e-02   7.6849e-01   6.9526e-01   2.2211e+00   1.0052e+00 
 -6.6343e-01   1.1218e-01  -7.1466e-02   7.6568e-01   6.9268e-01   2.2211e+00   1.0066e+00 
 -6.8317e-01   1.1623e-01  -7.4045e-02   7.6154e-01   6.8848e-01   2.2222e+00   1.0081e+00 
 -7.0286e-01   1.2025e-01  -7.6605e-02   7.5851e-01   6.8580e-01   2.2216e+00   1.0099e+00 
 -7.2248e-01   1.2421e-01  -7.9133e-02   7.5668e-01   6.8458e-01   2.2185e+00   1.0114e+00 
 -7.4199e-01   1.2810e-01  -8.1610e-02   7.5899e-01   6.9094e-01   2.2053e+00   1.0165e+00 
 -7.6138e-01   1.3190e-01  -8.4027e-02   7.7385e-01   7.1375e-01   2.1782e+00   1.0220e+00 
 -7.8078e-01   1.3564e-01  -8.6410e-02   8.1170e-01   7.6763e-01   2.1238e+00   1.0280e+00 
 -8.0054e-01   1.3927e-01  -8.8724e-02   8.9507e-01   8.7339e-01   2.0528e+00   1.0200e+00 
 -3.4740e-01   9.0318e-02  -4.7017e-02   4.5466e-01   3.5542e-01   2.5593e+00   1.0715e+00 
 -3.6450e-01   9.5201e-02  -4.9559e-02   5.3478e-01   4.4451e-01   2.4223e+00   1.0677e+00 
 -3.8108e-01   9.8277e-02  -5.1160e-02   9.2856e-01   9.4680e-01   1.9661e+00   1.0503e+00 
 -3.9749e-01   9.9531e-02  -5.1813e-02   9.7370e-01   1.0089e+00   1.9261e+00   1.0473e+00 
 -4.1417e-01   1.0029e-01  -5.2209e-02   9.9035e-01   1.0321e+00   1.9130e+00   1.0462e+00 
 -4.3086e-01   1.0093e-01  -5.2543e-02   1.0020e+00   1.0482e+00   1.9042e+00   1.0452e+00 
 -4.4767e-01   1.0143e-01  -5.2800e-02   1.0120e+00   1.0621e+00   1.8971e+00   1.0445e+00 
 -4.6462e-01   1.0178e-01  -5.2983e-02   1.0337e+00   1.0937e+00   1.8777e+00   1.0441e+00 
 -4.8170e-01   1.0203e-01  -5.3112e-02   1.0827e+00   1.1658e+00   1.8373e+00   1.0431e+00 
 -4.9889e-01   1.0221e-01  -5.3206e-02   1.1509e+00   1.2687e+00   1.7826e+00   1.0422e+00 
 -5.1614e-01   1.0235e-01  -5.3282e-02   1.2018e+00   1.3461e+00   1.7443e+00   1.0407e+00 
 -5.3346e-01   1.0249e-01  -5.3354e-02   1.2103e+00   1.3591e+00   1.7384e+00   1.0404e+00 
 -5.5087e-01   1.0265e-01  -5.3437e-02   1.0961e+00   1.1888e+00   1.8194e+00   1.0455e+00 
 -5.6837e-01   1.0289e-01  -5.3563e-02   9.7699e-01   1.0127e+00   1.9198e+00   1.0462e+00 
 -5.8599e-01   1.0335e-01  -5.3799e-02   8.4803e-01   8.2099e-01   2.0759e+00   1.0341e+00 
 -6.0452e-01   1.0557e-01  -5.4955e-02   7.4205e-01   6.6209e-01   2.2538e+00   1.0053e+00 
 -6.2401e-01   1.0955e-01  -5.7027e-02   7.4353e-01   6.6437e-01   2.2479e+00   1.0060e+00 
 -6.4370e-01   1.1373e-01  -5.9204e-02   7.4213e-01   6.6343e-01   2.2477e+00   1.0072e+00 
 -6.6343e-01   1.1798e-01  -6.1417e-02   7.3786e-01   6.5930e-01   2.2481e+00   1.0091e+00 
 -6.8317e-01   1.2224e-01  -6.3633e-02   7.3261e-01   6.5419e-01   2.2495e+00   1.0113e+00 
 -7.0286e-01   1.2647e-01  -6.5834e-02   7.2824e-01   6.5031e-01   2.2489e+00   1.0138e+00 
 -7.2248e-01   1.3064e-01  -6.8006e-02   7.2551e-01   6.4837e-01   2.2452e+00   1.0161e+00 
 -7.4199e-01   1.3473e-01  -7.0134e-02   7.2604e-01   6.5361e-01   2.2300e+00   1.0232e+00 
 -7.6138e-01   1.3872e-01  -7.2212e-02   7.4143e-01   6.7772e-01   2.1981e+00   1.0303e+00 
 -7.8078e-01   1.4265e-01  -7.4259e-02   7.8497e-01   7.3952e-01   2.1329e+00   1.0379e+00 
 -8.0054e-01   1.4647e-01  -7.6249e-02   8.8033e-01   8.5776e-01   2.0557e+00   1.0253e+00 
 -3.4740e-01   9.4072e-02  -3.8966e-02   4.3360e-01   3.3333e-01   2.5957e+00   1.0739e+00 
 -3.6450e-01   9.9158e-02  -4.1073e-02   5.0962e-01   4.1637e-01   2.4600e+00   1.0699e+00 
 -3.8108e-01   1.0236e-01  -4.2400e-02   8.8724e-01   8.8955e-01   2.0036e+00   1.0517e+00 
 -3.9749e-01   1.0367e-01  -4.2941e-02   9.3205e-01   9.5029e-01   1.9621e+00   1.0487e+00 
 -4.1417e-01   1.0446e-01  -4.3269e-02   9.4919e-01   9.7377e-01   1.9481e+00   1.0475e+00 
 -4.3086e-01   1.0513e-01  -4.3546e-02   9.6172e-01   9.9078e-01   1.9383e+00   1.0464e+00 
 -4.4767e-01   1.0564e-01  -4.3759e-02   9.7209e-01   1.0049e+00   1.9308e+00   1.0455e+00 
 -4.6462e-01   1.0601e-01  -4.3911e-02   9.9408e-01   1.0365e+00   1.9106e+00   1.0451e+00 
 -4.8170e-01   1.0627e-01  -4.4018e-02   1.0429e+00   1.1075e+00   1.8689e+00   1.0443e+00 
 -4.9889e-01   1.0646e-01  -4.4096e-02   1.1095e+00   1.2063e+00   1.8141e+00   1.0430e+00 
 -5.1614e-01   1.0661e-01  -4.4159e-02   1.1606e+00   1.2827e+00   1.7747e+00   1.0413e+00 
 -5.3346e-01   1.0675e-01  -4.4218e-02   1.1714e+00   1.2986e+00   1.7675e+00   1.0406e+00 
 -5.5087e-01   1.0692e-01  -4.4287e-02   1.0614e+00   1.1354e+00   1.8494e+00   1.0445e+00 
 -5.6837e-01   1.0717e-01  -4.4392e-02   9.4647e-01   9.6850e-01   1.9492e+00   1.0461e+00 
 -5.8599e-01   1.0764e-01  -4.4587e-02   8.2095e-01   7.8493e-01   2.1036e+00   1.0346e+00 
 -6.0452e-01   1.0995e-01  -4.5545e-02   7.1731e-01   6.3236e-01   2.2805e+00   1.0069e+00 
 -6.2401e-01   1.1410e-01  -4.7262e-02   7.1816e-01   6.3388e-01   2.2744e+00   1.0076e+00 
 -6.4370e-01   1.1846e-01  -4.9066e-02   7.1498e-01   6.3113e-01   2.2752e+00   1.0095e+00 
 -6.6343e-01   1.2288e-01  -5.0900e-02   7.0961e-01   6.2630e-01   2.2751e+00   1.0124e+00 
 -6.8317e-01   1.2732e-01  -5.2737e-02   7.0297e-01   6.2000e-01   2.2768e+00   1.0155e+00 
 -7.0286e-01   1.3172e-01  -5.4561e-02   6.9670e-01   6.1440e-01   2.2763e+00   1.0190e+00 
 -7.2248e-01   1.3607e-01  -5.6361e-02   6.9183e-01   6.1064e-01   2.2724e+00   1.0228e+00 
 -7.4199e-01   1.4033e-01  -5.8125e-02   6.9091e-01   6.1429e-01   2.2564e+00   1.0308e+00 
 -7.6138e-01   1.4448e-01  -5.9847e-02   7.0796e-01   6.4204e-01   2.2168e+00   1.0412e+00 
 -7.8078e-01   1.4858e-01  -6.1544e-02   7.5750e-01   7.1182e-01   2.1395e+00   1.0501e+00 
 -8.0054e-01   1.5256e-01  -6.3193e-02   8.6525e-01   8.4207e-01   2.0578e+00   1.0312e+00 
 -3.4740e-01   9.7110e-02  -3.0619e-02   4.1220e-01   3.1123e-01   2.6342e+00   1.0763e+00 
 -3.6450e-01   1.0236e-01  -3.2274e-02   4.8416e-01   3.8815e-01   2.5012e+00   1.0716e+00 
 -3.8108e-01   1.0567e-01  -3.3317e-02   8.4527e-01   8.3216e-01   2.0436e+00   1.0530e+00 
 -3.9749e-01   1.0702e-01  -3.3742e-02   8.8962e-01   8.9134e-01   2.0007e+00   1.0499e+00 
 -4.1417e-01   1.0783e-01  -3.4000e-02   9.0754e-01   9.1552e-01   1.9853e+00   1.0487e+00 
 -4.3086e-01   1.0852e-01  -3.4218e-02   9.2098e-01   9.3353e-01   1.9743e+00   1.0476e+00 
 -4.4767e-01   1.0906e-01  -3.4385e-02   9.3178e-01   9.4811e-01   1.9661e+00   1.0467e+00 
 -4.6462e-01   1.0943e-01  -3.4504e-02   9.5427e-01   9.8015e-01   1.9444e+00   1.0465e+00 
 -4.8170e-01   1.0970e-01  -3.4588e-02   1.0030e+00   1.0501e+00   1.9011e+00   1.0457e+00 
 -4.9889e-01   1.0989e-01  -3.4650e-02   1.0680e+00   1.1449e+00   1.8459e+00   1.0441e+00 
 -5.1614e-01   1.1005e-01  -3.4699e-02   1.1189e+00   1.2195e+00   1.8060e+00   1.0420e+00 
 -5.3346e-01   1.1020e-01  -3.4746e-02   1.1321e+00   1.2386e+00   1.7973e+00   1.0411e+00 
 -5.5087e-01   1.1037e-01  -3.4800e-02   1.0267e+00   1.0832e+00   1.8802e+00   1.0440e+00 
 -5.6837e-01   1.1063e-01  -3.4882e-02   9.1574e-01   9.2475e-01   1.9792e+00   1.0460e+00 
 -5.8599e-01   1.1112e-01  -3.5036e-02   7.9321e-01   7.4840e-01   2.1322e+00   1.0351e+00 
 -6.0452e-01   1.1351e-01  -3.5788e-02   6.9215e-01   6.0237e-01   2.3086e+00   1.0083e+00 
 -6.2401e-01   1.1779e-01  -3.7138e-02   6.9232e-01   6.0334e-01   2.3017e+00   1.0096e+00 
 -6.4370e-01   1.2228e-01  -3.8555e-02   6.8756e-01   5.9997e-01   2.3013e+00   1.0137e+00 
 -6.6343e-01   1.2685e-01  -3.9997e-02   6.8102e-01   5.9370e-01   2.3017e+00   1.0166e+00 
 -6.8317e-01   1.3143e-01  -4.1440e-02   6.7181e-01   5.8484e-01   2.3046e+00   1.0207e+00 
 -7.0286e-01   1.3598e-01  -4.2873e-02   6.6319e-01   5.7705e-01   2.3047e+00   1.0255e+00 
 -7.2248e-01   1.4046e-01  -4.4287e-02   6.5700e-01   5.7265e-01   2.3004e+00   1.0311e+00 
 -7.4199e-01   1.4486e-01  -4.5674e-02   6.5522e-01   5.7569e-01   2.2828e+00   1.0405e+00 
 -7.6138e-01   1.4915e-01  -4.7027e-02   6.7393e-01   6.0736e-01   2.2329e+00   1.0553e+00 
 -7.8078e-01   1.5338e-01  -4.8360e-02   7.2979e-01   6.8440e-01   2.1435e+00   1.0637e+00 
 -8.0054e-01   1.5749e-01  -4.9656e-02   8.4972e-01   8.2621e-01   2.0589e+00   1.0378e+00 
 -3.4740e-01   9.9409e-02  -2.2038e-02   3.9054e-01   2.8905e-01   2.6772e+00   1.0781e+00 
 -3.6450e-01   1.0478e-01  -2.3230e-02   4.5866e-01   3.6088e-01   2.5432e+00   1.0747e+00 
 -3.8108e-01   1.0817e-01  -2.3981e-02   8.0301e-01   7.7571e-01   2.0855e+00   1.0546e+00 
 -3.9749e-01   1.0955e-01  -2.4287e-02   8.4690e-01   8.3328e-01   2.0410e+00   1.0515e+00 
 -4.1417e-01   1.1039e-01  -2.4472e-02   8.6554e-01   8.5800e-01   2.0241e+00   1.0502e+00 
 -4.3086e-01   1.1109e-01  -2.4629e-02   8.7987e-01   8.7693e-01   2.0119e+00   1.0490e+00 
 -4.4767e-01   1.1164e-01  -2.4749e-02   8.9122e-01   8.9211e-01   2.0027e+00   1.0482e+00 
 -4.6462e-01   1.1202e-01  -2.4835e-02   9.1417e-01   9.2454e-01   1.9792e+00   1.0483e+00 
 -4.8170e-01   1.1230e-01  -2.4896e-02   9.6287e-01   9.9357e-01   1.9338e+00   1.0476e+00 
 -4.9889e-01   1.1250e-01  -2.4940e-02   1.0265e+00   1.0848e+00   1.8782e+00   1.0458e+00 
 -5.1614e-01   1.1266e-01  -2.4975e-02   1.0773e+00   1.1578e+00   1.8376e+00   1.0432e+00 
 -5.3346e-01   1.1281e-01  -2.5009e-02   1.0926e+00   1.1793e+00   1.8280e+00   1.0417e+00 
 -5.5087e-01   1.1299e-01  -2.5048e-02   9.9231e-01   1.0323e+00   1.9115e+00   1.0435e+00 
 -5.6837e-01   1.1325e-01  -2.5107e-02   8.8486e-01   8.8132e-01   2.0093e+00   1.0459e+00 
 -5.8599e-01   1.1375e-01  -2.5218e-02   7.6502e-01   7.1223e-01   2.1614e+00   1.0363e+00 
 -6.0452e-01   1.1619e-01  -2.5759e-02   6.6697e-01   5.7373e-01   2.3352e+00   1.0115e+00 
 -6.2401e-01   1.2058e-01  -2.6731e-02   6.6664e-01   5.7449e-01   2.3266e+00   1.0135e+00 
 -6.4370e-01   1.2518e-01  -2.7751e-02   6.5967e-01   5.6859e-01   2.3268e+00   1.0180e+00 
 -6.6343e-01   1.2986e-01  -2.8788e-02   6.5120e-01   5.6000e-01   2.3293e+00   1.0209e+00 
 -6.8317e-01   1.3454e-01  -2.9827e-02   6.3981e-01   5.4984e-01   2.3326e+00   1.0275e+00 
 -7.0286e-01   1.3920e-01  -3.0859e-02   6.2941e-01   5.4121e-01   2.3324e+00   1.0348e+00 
 -7.2248e-01   1.4379e-01  -3.1877e-02   6.2202e-01   5.3638e-01   2.3262e+00   1.0427e+00 
 -7.4199e-01   1.4829e-01  -3.2875e-02   6.1920e-01   5.3754e-01   2.3084e+00   1.0516e+00 
 -7.6138e-01   1.5268e-01  -3.3849e-02   6.3932e-01   5.7340e-01   2.2457e+00   1.0726e+00 
 -7.8078e-01   1.5701e-01  -3.4808e-02   7.0207e-01   6.5743e-01   2.1457e+00   1.0787e+00 
 -8.0054e-01   1.6122e-01  -3.5741e-02   8.3368e-01   8.1017e-01   2.0593e+00   1.0451e+00 
 -3.4740e-01   1.0095e-01  -1.3291e-02   3.6881e-01   2.6779e-01   2.7198e+00   1.0821e+00 
 -3.6450e-01   1.0641e-01  -1.4009e-02   4.3304e-01   3.3397e-01   2.5873e+00   1.0779e+00 
 -3.8108e-01   1.0985e-01  -1.4462e-02   7.6064e-01   7.2011e-01   2.1295e+00   1.0562e+00 
 -3.9749e-01   1.1125e-01  -1.4646e-02   8.0403e-01   7.7605e-01   2.0832e+00   1.0532e+00 
 -4.1417e-01   1.1210e-01  -1.4758e-02   8.2319e-01   8.0115e-01   2.0648e+00   1.0520e+00 
 -4.3086e-01   1.1282e-01  -1.4853e-02   8.3839e-01   8.2112e-01   2.0509e+00   1.0510e+00 
 -4.4767e-01   1.1337e-01  -1.4925e-02   8.5042e-01   8.3711e-01   2.0401e+00   1.0503e+00 
 -4.6462e-01   1.1376e-01  -1.4977e-02   8.7397e-01   8.6961e-01   2.0152e+00   1.0501e+00 
 -4.8170e-01   1.1404e-01  -1.5014e-02   9.2240e-01   9.3741e-01   1.9675e+00   1.0496e+00 
 -4.9889e-01   1.1424e-01  -1.5040e-02   9.8521e-01   1.0259e+00   1.9110e+00   1.0476e+00 
 -5.1614e-01   1.1440e-01  -1.5062e-02   1.0360e+00   1.0975e+00   1.8699e+00   1.0444e+00 
 -5.3346e-01   1.1456e-01  -1.5082e-02   1.0536e+00   1.1214e+00   1.8592e+00   1.0423e+00 
 -5.5087e-01   1.1474e-01  -1.5106e-02   9.5895e-01   9.8358e-01   1.9425e+00   1.0430e+00 
 -5.6837e-01   1.1501e-01  -1.5141e-02   8.5403e-01   8.3924e-01   2.0385e+00   1.0467e+00 
 -5.8599e-01   1.1551e-01  -1.5208e-02   7.3711e-01   6.7725e-01   2.1897e+00   1.0380e+00 
 -6.0452e-01   1.1800e-01  -1.5534e-02   6.4209e-01   5.4581e-01   2.3610e+00   1.0149e+00 
 -6.2401e-01   1.2245e-01  -1.6120e-02   6.4024e-01   5.4499e-01   2.3510e+00   1.0174e+00 
 -6.4370e-01   1.2712e-01  -1.6736e-02   6.3131e-01   5.3708e-01   2.3538e+00   1.0226e+00 
 -6.6343e-01   1.3187e-01  -1.7361e-02   6.2116e-01   5.2814e-01   2.3553e+00   1.0286e+00 
 -6.8317e-01   1.3663e-01  -1.7988e-02   6.0779e-01   5.1663e-01   2.3590e+00   1.0374e+00 
 -7.0286e-01   1.4135e-01  -1.8610e-02   5.9567e-01   5.0662e-01   2.3584e+00   1.0464e+00 
 -7.2248e-01   1.4602e-01  -1.9224e-02   5.8698e-01   5.0096e-01   2.3504e+00   1.0562e+00 
 -7.4199e-01   1.5059e-01  -1.9825e-02   5.8297e-01   5.0039e-01   2.3316e+00   1.0651e+00 
 -7.6138e-01   1.5505e-01  -2.0413e-02   6.0394e-01   5.3929e-01   2.2573e+00   1.0925e+00 
 -7.8078e-01   1.5945e-01  -2.0991e-02   6.7469e-01   6.3173e-01   2.1457e+00   1.0959e+00 
 -8.0054e-01   1.6372e-01  -2.1554e-02   8.1734e-01   7.9406e-01   2.0591e+00   1.0531e+00 
 -3.4740e-01   1.0173e-01  -4.4414e-03   3.4654e-01   2.4622e-01   2.7666e+00   1.0856e+00 
 -3.6450e-01   1.0723e-01  -4.6816e-03   4.0694e-01   3.0688e-01   2.6374e+00   1.0805e+00 
 -3.8108e-01   1.1069e-01  -4.8328e-03   7.1836e-01   6.6616e-01   2.1756e+00   1.0585e+00 
 -3.9749e-01   1.1210e-01  -4.8945e-03   7.6142e-01   7.2062e-01   2.1272e+00   1.0554e+00 
 -4.1417e-01   1.1296e-01  -4.9319e-03   7.8109e-01   7.4576e-01   2.1074e+00   1.0539e+00 
 -4.3086e-01   1.1368e-01  -4.9635e-03   7.9694e-01   7.6607e-01   2.0921e+00   1.0526e+00 
 -4.4767e-01   1.1424e-01  -4.9878e-03   8.0949e-01   7.8226e-01   2.0803e+00   1.0516e+00 
 -4.6462e-01   1.1463e-01  -5.0050e-03   8.3381e-01   8.1597e-01   2.0522e+00   1.0524e+00 
 -4.8170e-01   1.1491e-01  -5.0172e-03   8.8288e-01   8.8350e-01   2.0016e+00   1.0518e+00 
 -4.9889e-01   1.1512e-01  -5.0261e-03   9.4490e-01   9.6928e-01   1.9442e+00   1.0493e+00 
 -5.1614e-01   1.1528e-01  -5.0333e-03   9.9553e-01   1.0394e+00   1.9028e+00   1.0459e+00 
 -5.3346e-01   1.1544e-01  -5.0401e-03   1.0160e+00   1.0670e+00   1.8891e+00   1.0436e+00 
 -5.5087e-01   1.1562e-01  -5.0480e-03   9.2603e-01   9.3720e-01   1.9712e+00   1.0437e+00 
 -5.6837e-01   1.1589e-01  -5.0599e-03   8.2309e-01   7.9796e-01   2.0660e+00   1.0480e+00 
 -5.8599e-01   1.1640e-01  -5.0821e-03   7.0901e-01   6.4288e-01   2.2173e+00   1.0404e+00 
 -6.0452e-01   1.1890e-01  -5.1913e-03   6.1759e-01   5.1924e-01   2.3830e+00   1.0195e+00 
 -6.2401e-01   1.2339e-01  -5.3871e-03   6.1413e-01   5.1706e-01   2.3748e+00   1.0232e+00 
 -6.4370e-01   1.2809e-01  -5.5927e-03   6.0323e-01   5.0794e-01   2.3782e+00   1.0307e+00 
 -6.6343e-01   1.3288e-01  -5.8017e-03   5.9145e-01   4.9805e-01   2.3794e+00   1.0389e+00 
 -6.8317e-01   1.3768e-01  -6.0111e-03   5.7624e-01   4.8499e-01   2.3831e+00   1.0493e+00 
 -7.0286e-01   1.4244e-01  -6.2190e-03   5.6212e-01   4.7325e-01   2.3822e+00   1.0601e+00 
 -7.2248e-01   1.4714e-01  -6.4242e-03   5.5184e-01   4.6617e-01   2.3737e+00   1.0716e+00 
